Timestep Total_Energy Temperature
168 60004.72920655176 98.92890475826609 
169 59635.35813075022 99.7771841789867 
170 59265.99254490141 100.62613993620543 
171 58896.66521100307 101.47570688038292 
172 58527.408904887176 102.32581983549723 
173 58158.25641353484 103.17641360451563 
174 57789.24053238938 104.02742297487502 
175 57420.39406266709 104.87878272397262 
176 57051.74980866586 105.73042762466538 
177 56683.34057507219 106.58229245077875 
178 56315.19916426644 107.4343119826241 
179 55947.35837362679 108.28642101252495 
180 55579.85099283143 109.13855435035192 
181 55212.70980116002 109.99064682906572 
182 54845.9675647941 110.84263331026884 
183 54479.65703411625 111.69444868976498 
184 54113.81094100925 112.54602790312683 
185 53748.461996153856 113.39730593127159 
186 53383.64288632679 114.24821780604428 
187 53019.38627169825 115.098698615809 
188 52655.72478312938 115.94868351104759 
189 52292.69101946967 116.7981077099661 
190 51930.317544854304 117.64690650410867 
191 51568.63688600259 118.49501526397913 
192 51207.681529515634 119.34236944466984 
193 50847.48391917566 120.1889045914983 
194 50488.07645324513 121.03455634565125 
195 50129.4914817673 121.87926044983605 
196 49771.761303867206 122.7229527539402 
197 49414.918165053845 123.56556922069787 
198 49058.994254523415 124.40704593136483 
199 48704.021702463775 125.24731909140081 
200 48350.03257736012 126.08632503616002 
201 47997.05888330213 126.92400023658989 
202 47645.13255729239 127.76028130493799 
203 47294.28546655661 128.59510500046744 
204 46944.549405855054 129.42840823518128 
205 46595.95609479602 130.26012807955547 
206 46248.537175150705 131.09020176828156 
207 45902.32420817011 131.91856670601848 
208 45557.34867190331 132.74516047315458 
209 45213.64195851798 133.56992083157974 
210 44871.23537162252 134.39278573046803 
211 44530.16012359003 135.21369331207174 
212 44190.44733288415 136.03258191752664 
213 43852.12802138671 136.8493900926695 
214 43515.23311172731 137.66405659386797 
215 43179.793424614516 138.47652039386395 
216 42845.83967616882 139.28672068763044 
217 42513.40247525738 140.09459689824297 
218 42182.51232083028 140.90008868276615 
219 41853.19959925828 141.70313593815635 
220 41525.49458167202 142.50367880718096 
221 41199.427421302666 143.30165768435518 
222 40875.028150823346 144.09701322189773 
223 40552.32667969219 144.88968633570582 
224 40231.35279149547 145.67961821135083 
225 39912.13614129222 146.46675031009562 
226 39594.70625295868 147.2510243749349 
227 39279.09251653323 148.0323824366598 
228 38965.32418556126 148.8107668199475 
229 38653.43037443976 149.58612014947866 
230 38343.4400557612 150.3583853560822 
231 38035.38205765654 151.12750568291113 
232 37729.28506113697 151.89342469164924 
233 37425.17759743378 152.65608626875184 
234 37123.08804533633 153.41543463172167 
235 36823.04462852724 154.17141433542199 
236 36525.075412914724 154.92397027842952 
237 36229.208303960935 155.67304770942891 
238 35935.471044006656 156.418592233651 
239 35643.89120959064 157.1605498193582 
240 35354.49620876392 157.8988668043786 
241 35067.31327839756 158.63348990269213 
242 34782.36948148378 159.36436621107185 
243 34499.691704429 160.09144321578307 
244 34219.3066543385 160.8146687993437 
245 33941.2408562913 161.5339912473497 
246 33665.520650604354 162.24935925536852 
247 33392.17219008536 162.96072193590518 
248 33121.22143727223 163.66802882544468 
249 32852.69416165889 164.37122989157476 
250 32586.615936905357 165.07027554019461 
251 32323.012138031077 165.76511662281303 
252 32061.907938589884 166.45570444394212 
253 31803.32830782487 167.1419907685913 
254 31547.298007801644 167.8239278298679 
255 31293.841590517717 168.50146833668964 
256 31042.983394986742 169.1745654816161 
257 30794.747544294565 169.84317294880506 
258 30549.157942625534 170.50724492210188 
259 30306.238272256374 171.16673609326807 
260 30066.01199051494 171.8216016703586 
261 29828.502326701237 172.47179738625476 
262 29593.732278967585 173.11727950736235 
263 29361.724611154874 173.75800484248487 
264 29132.50184958136 174.39393075188062 
265 28906.086279780448 175.02501515651522 
266 28682.499943183575 175.65121654752008 
267 28461.76463374377 176.27249399586896 
268 28243.90189449576 176.88880716228482 
269 28028.93301404755 177.50011630739058 
270 27816.879022998255 178.1063823021171 
271 27607.760690276937 178.70756663838407 
272 27401.59851939632 179.30363144006873 
273 27198.41274461481 179.8945394742795 
274 26998.223327000396 180.48025416295206 
275 26801.04995038869 181.06073959478616 
276 26606.912017227416 181.63596053754392 
277 26415.828644298646 182.20588245072895 
278 26227.818658309814 182.77047149867028 
279 26042.90059134353 183.3296945640329 
280 25861.092676155633 183.8835192617814 
281 25682.41284130983 184.43191395362157 
282 25506.87870613712 184.97484776294897 
283 25334.50757550603 185.51229059033327 
284 25165.316434389755 186.04421312957024 
285 24999.32194221458 186.5705868843336 
286 24836.54042697278 187.09138418546257 
287 24676.987879082004 187.60657820892138 
288 24520.67994497152 188.1161429944695 
289 24367.631920373962 188.62005346508442 
290 24217.858743300003 189.11828544717972 
291 24071.37498667065 189.6108156916631 
292 23928.194850580552 190.0976218958839 
293 23788.332154162934 190.57868272651774 
294 23651.80032702423 191.053977843443 
295 23518.61240021421 191.52348792466123 
296 23388.78099669391 191.9871946923191 
297 23262.3183212606 192.4450809398904 
298 23139.236149885262 192.89713056057715 
299 23019.54581841438 193.34332857699155 
300 22903.25821058325 193.78366117218064 
301 22790.383745283078 194.21811572205482 
302 22680.93236301933 194.6466808292821 
303 22574.913511492505 195.0693463587059 
304 22472.336130226617 195.48610347434214 
305 22373.20863416299 195.89694467800433 
306 22277.53889613002 196.30186384959828 
307 22185.334228090178 196.70085628911517 
308 22096.601361056833 197.0939187603377 
309 22011.346423562532 197.48104953625048 
310 21929.57491854899 197.86224844612104 
311 21851.291698536625 198.23751692417932 
312 21776.500938916943 198.60685805977792 
313 21705.206109196046 198.9702766488549 
314 21637.40994199985 199.3277792464455 
315 21573.114399633218 199.6793742198899 
316 21512.320637963745 200.02507180226482 
317 21455.028967378024 200.36488414541128 
318 21401.238810532683 200.69882537174263 
319 21350.948656594148 201.02691162378363 
320 21304.15601163006 201.34916111010958 
321 21260.857344780947 201.66559414601792 
322 21221.048029803223 201.9762331868807 
323 21184.722281533108 202.28110285169146 
324 21151.873086776046 202.5802299338752 
325 21122.492129076425 202.87364339600873 
326 21096.569706769114 203.1613743447949 
327 21074.094643655728 203.44345598257212 
328 21055.054191585732 203.71992353200767 
329 21039.43392415499 203.99081413162583 
330 21027.217620661548 204.2561667016852 
331 21018.387139381062 204.5160217827149 
332 21012.922279140563 204.77042135256565 
333 21010.800628078647 205.019408631424 
334 21011.997398381485 205.26302788635903 
335 21016.485245671654 205.50132424479816 
336 21024.234071598254 205.7343435145267 
337 21035.210808019092 205.96213197619343 
338 21049.37918096449 206.18473604413492 
339 21066.699452301207 206.402201551558 
340 21087.128136654515 206.61457216994498 
341 21110.617690781484 206.8218861779716 
342 21137.1161729428 207.0241711646865 
343 21166.56687279251 207.22143945718886 
344 21198.907915142318 207.41369145193104 
345 21234.07183112757 207.60092712810564 
346 21271.985078032914 207.78315344448833 
347 21312.567497020093 207.96038069326815 
348 21355.73170813768 208.13261222274264 
349 21401.382438402263 208.29983090393927 
350 21449.41577374038 208.4619823083947 
351 21499.718328454645 208.61895919427843 
352 21552.166335923397 208.7706078139291 
353 21606.62463176597 208.91675932629485 
354 21662.945468109247 209.05724711516598 
355 21720.967113361745 209.19185585122514 
356 21780.512314541327 209.32022833224943 
357 21841.386983341174 209.44201145502575 
358 21903.37882484328 209.55693148491227 
359 21966.256340397536 209.66467331703697 
360 22029.76899629228 209.76487985258132 
361 22093.648999664678 209.85716867698096 
362 22157.614735320047 209.9411496372518 
363 22221.374757360085 210.01642092875207 
364 22284.62975851966 210.08254147462543 
365 22347.068945644925 210.1390278162402 
366 22408.356231537757 210.18540169772 
367 22468.100227021805 210.22122893497666 
368 22525.832078602296 210.2461429871278 
369 22581.12704713236 210.25984006622627 
370 22633.738493599212 210.26202012536334 
371 22683.43671288174 210.25236190459898 
372 22729.926416612827 210.23055086666508 
373 22772.888269960582 210.19630901142594 
374 22812.012057853226 210.14949218245417 
375 22847.008141933748 210.09020524386648 
376 22877.614104879718 210.0185609581845 
377 22903.59997907587 209.93455748934846 
378 22924.76139500176 209.83821047836537 
379 22940.907108919066 209.729457119457 
380 22951.88532780975 209.60833249894503 
381 22957.62832467746 209.47534515421057 
382 22958.0878197621 209.33152119200537 
383 22953.137623000715 209.17785732840645 
384 22942.62163683291 209.01504027666923 
385 22926.551599795086 208.84359152328733 
386 22905.177011738055 208.66391008648142 
387 22878.833417836617 208.47650696558685 
388 22847.842768275674 208.28205424775024 
389 22812.516739147093 208.08130596442336 
390 22773.178171778785 207.8751229897217 
391 22730.171782492693 207.66461375320915 
392 22683.86548220741 207.45081067149968 
393 22634.647405219905 207.23446869394144 
394 22582.9200333225 207.01634185478954 
395 22529.092121808186 206.7971825799139 
396 22473.570378357515 206.5776733592079 
397 22416.7523826442 206.35828585387594 
398 22359.02135450284 206.13925196870665 
399 22300.742420002454 205.92090622822664 
400 22242.258963603515 205.70359594265398 
401 22183.889803424656 205.4873060126226 
402 22125.928076981087 205.27181049683574 
403 22068.641350834314 205.05684442168516 
404 22012.27266291516 204.84211524725455 
405 21957.0422442284 204.62730776336917 
406 21903.14954501689 204.41209100778008 
407 21850.775310538767 204.19613548518592 
408 21800.08355166452 203.97913149748848 
409 21751.22332215459 203.76079306389013 
410 21704.330283649626 203.54085227206934 
411 21659.528078140895 203.31905476901863 
412 21616.929531218724 203.09515816260486 
413 21576.637707882957 202.8689317820105 
414 21538.74684140162 202.6401567578091 
415 21503.34315347038 202.40862603855322 
416 21470.505581243327 202.1741442568458 
417 21440.30642423609 201.93652745727167 
418 21412.811921886852 201.69560272224024 
419 21388.082770740806 201.45120773094035 
420 21366.174588759928 201.20319027959314 
421 21347.138333089 200.9514077838955 
422 21331.020676669425 200.69572677852574 
423 21317.864348332503 200.43602242398663 
424 21307.70844038129 200.17217802767726 
425 21300.58868715503 199.9040845836301 
426 21296.53771763812 199.6316403335906 
427 21295.585284808796 199.35475035086228 
428 21297.758474109225 199.0733261474551 
429 21303.08189314809 198.78728530446253 
430 21311.57784451129 198.49655112516723 
431 21323.266483350795 198.20105231009876 
432 21338.165961241397 197.9007226530853 
433 21356.29255763627 197.5955007572402 
434 21377.660800111764 197.2853297697698 
435 21402.28357446777 196.97015713447567 
436 21430.172225639817 196.64993436083708 
437 21461.336650281046 196.32461680858776 
438 21495.785381785452 195.994163486744 
439 21533.52566844587 195.65853686608943 
440 21574.563545371217 195.31770270417655 
441 21618.903900725763 194.97162988195717 
442 21666.55053679789 194.62029025121467 
443 21717.506226356556 194.26365849201954 
444 21771.772764709756 193.90171197948763 
445 21829.351017838675 193.53443065916787 
446 21890.24096694741 193.1617969304363 
447 21954.441749734455 192.7837955373178 
448 22021.951698664794 192.40041346619878 
449 22092.768376494983 192.01163984993698 
450 22166.888609280817 191.6174658779067 
451 22244.308517075995 191.21788471155773 
452 22325.023542511557 190.81289140509375 
453 22409.02847742883 190.40248283090844 
454 22496.31748772323 189.98665760944368 
455 22586.88413654246 189.56541604316007 
456 22680.721405970045 189.13876005433264 
457 22777.82171731384 188.70669312640683 
458 22878.17695010889 188.26922024867014 
459 22981.778459934554 187.82634786401115 
460 23088.617095137408 187.37808381955736 
461 23198.683212544 186.92443731999626 
462 23311.966692240014 186.46541888339982 
463 23428.456951486558 186.0010402993857 
464 23548.14295783832 185.53131458945978 
465 23671.013241522836 185.05625596939714 
466 23797.055907135844 184.57587981352762 
467 23926.258644702742 184.09020262080273 
468 24058.60874015261 183.59924198252878 
469 24194.093085247263 183.10301655165972 
470 24332.698187004833 182.60154601354992 
471 24474.41017665392 182.09485105807585 
472 24619.21481815192 181.58295335303876 
473 24767.09751629826 181.0658755187702 
474 24918.0433244712 180.5436411038654 
475 25072.036952014554 180.01627456197406 
476 25229.062771298617 179.48380122958542 
477 25389.104824478163 178.94624730474584 
478 25552.14682996803 178.40363982665386 
479 25718.17218865611 177.85600665607828 
480 25887.163989871387 177.30337645655217 
481 26059.105017123915 176.74577867629526 
482 26233.977753632018 176.1832435308226 
483 26411.76438765122 175.6158019861988 
484 26592.446817618325 175.0434857429006 
485 26776.006657122787 174.46632722025225 
486 26962.425239717166 173.884359541401 
487 27151.683623577308 173.29761651880108 
488 27343.762596022283 172.7061326401784 
489 27538.64267790333 172.10994305494714 
490 27736.304127870495 171.50908356105433 
491 27936.726946525105 170.9035905922272 
492 28139.890880465642 170.29350120560156 
493 28345.7754262338 169.6788530697093 
494 28554.35983416766 169.05968445280635 
495 28765.623112167825 168.43603421152076 
496 28979.54402938237 167.80794177980502 
497 29196.10111981582 167.17544715817465 
498 29415.272685867418 166.53859090321836 
499 29637.036801802984 165.8974141173649 
500 29861.371317165056 165.2519584388923 
501 30088.253860125158 164.60226603216768 
502 30317.66184078223 163.9483795781036 
503 30549.57245441055 163.29034226482125 
504 30783.962684660775 162.628197778508 
505 31020.809306716896 161.9619902944602 
506 31260.08889041246 161.29176446830053 
507 31501.777803308396 160.61756542736168 
508 31745.85221373522 159.93943876222673 
509 31992.28809380211 159.25743051841891 
510 32241.061222374916 158.57158718823243 
511 32492.147188025378 157.8819557026973 
512 32745.521391953396 157.1885834236713 
513 33001.15905088436 156.49151813605266 
514 33259.0351999432 155.7908080401063 
515 33519.12469550676 155.08650174390004 
516 33781.402218036186 154.37864825584234 
517 34045.84227489043 153.66729697731873 
518 34312.419203122685 152.95249769542102 
519 34581.10717226055 152.23430057576434 
520 34851.88018707144 151.51275615538825 
521 35124.712090314075 150.78791533573735 
522 35399.576565477444 150.05982937571753 
523 35676.44713950777 149.3285498848238 
524 35955.29718552465 148.59412881633693 
525 36236.099925527305 147.85661846058463 
526 36518.82843309137 147.11607143826464 
527 36803.455636057406 146.37254069382647 
528 37089.954319211465 145.6260794889093 
529 37378.297126958554 144.87674139583274 
530 37668.45656598946 144.1245802911383 
531 37960.40500794177 143.36965034917932 
532 38254.11469205503 142.61200603575634 
533 38549.55772782141 141.85170210179672 
534 38846.70609763138 141.0887935770757 
535 39145.531659415574 140.32333576397716 
536 39446.00614928261 139.55538423129235 
537 39748.10118415384 138.78499480805493 
538 40051.788264394745 138.01222357741037 
539 40357.03877644386 137.2371268705184 
540 40663.82399543889 136.45976126048697 
541 40972.115087841 135.68018355633623 
542 41281.88311405669 134.89845079699165 
543 41593.099031058315 134.11462024530434 
544 41905.73369500263 133.32874938209795 
545 42219.75786384824 132.54089590024097 
546 42535.1421999715 131.7511176987433 
547 42851.85727278166 130.9594728768759 
548 43169.87356133457 130.16601972831322 
549 43489.1614569459 129.37081673529687 
550 43809.69126580335 128.57392256282006 
551 44131.43321157813 127.77539605283225 
552 44454.35743803591 126.97529621846263 
553 44778.43401164701 126.17368223826274 
554 45103.63292419627 125.3706134504665 
555 45429.92409539207 124.566149347268 
556 45757.27737547518 123.76034956911613 
557 46085.66254782683 122.9532738990252 
558 46415.04933157653 122.14498225690208 
559 46745.4073842091 121.335534693888 
560 47076.70630417149 120.52499138671601 
561 47408.915633478835 119.71341263208295 
562 47742.00486032 118.90085884103556 
563 48075.943421662494 118.08739053337084 
564 48410.70070585669 117.27306833205006 
565 48746.24605523947 116.45795295762628 
566 49082.5487687367 115.64210522268509 
567 49419.57810446542 114.82558602629841 
568 49757.303282334535 114.00845634849124 
569 50095.693486644945 113.19077724472088 
570 50434.71786868825 112.37260984036901 
571 50774.34554934456 111.55401532524589 
572 51114.54562167877 110.73505494810722 
573 51455.28715353566 109.91579001118292 
574 51796.53919013346 109.0962818647183 
575 52138.27075665584 108.27659190152735 
576 52480.45086084208 107.45678155155802 
577 52823.04849557576 106.63691227646956 
578 53166.03264147106 105.81704556422223 
579 53509.37226945747 104.99724292367867 
580 53853.036343362146 104.17756587921765 
581 54196.99382248968 103.35807596535994 
582 54541.213664200186 102.53883472140625 
583 54885.66482648385 101.71990368608758 
584 55230.31627053376 100.90134439222776 
585 55575.13696331502 100.08321836141856 
586 55920.09588013172 99.26558709870713 
587 56265.16200719006 98.4485120872962 
588 56610.30434415866 97.63205478325683 
589 56955.491906725365 96.81627661025429 
590 57300.69372915038 96.00123895428658 
591 57645.87886681583 95.18700315843628 
592 57991.01639877145 94.37363051763575 
593 58336.07543027607 93.56118227344535 
594 58681.02509533537 92.74971960884571 
595 59025.83455923465 91.9393036430435 
596 59370.47302106786 91.12999542629119 
597 59714.90971626133 90.32185593472084 
598 60059.113919093266 89.5149460651923 
599 60403.05494520774 88.70932663015599 

